OBJECTID,Date,Latitude,Longitude,Oceans,Regions,Location,Microplastics Measurement (density),Unit,Density Range,Concentration Class,Sampling Method,Organization
17911,14/02/2020,32.7509,-79.9046,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
8250,2011-05-10 00:00:00,32.76,-150.21,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
17590,22/12/2019,27.5853,-97.2182,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
22273,2018-03-10 00:00:00,38.5197,-8.89348,Atlantic Ocean,north atlantic ocean,Other,0.131842,pieces/m3,0.005-1,Medium,Neuston net,"NOVA University Lisbon, Caparica, Portugal"
11573,2011-03-02 00:00:00,-34.7158,-49.213,Atlantic Ocean,south atlantic ocean,Other,0.186451,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
6633,16/12/2003,3.48,-143.62,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
5273,2004-04-11 00:00:00,14.54,-60.61,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
4208,1998-11-11 00:00:00,12.98,-59.74,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
12933,17/09/2015,27.57085,-130.8578,Pacific Ocean,north pacific ocean,Other,1.316889,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
11868,20/06/2013,29.144,-37.2309,Atlantic Ocean,north atlantic ocean,Other,0.292299,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
3913,20/08/1997,39.72,-69.52,Atlantic Ocean,north atlantic ocean,Other,0.0072,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
13228,2014-11-08 00:00:00,37.251667,-8.971667,Atlantic Ocean,north atlantic ocean,Other,0.197133,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
14934,18/05/2017,57.298,-10.374833,Atlantic Ocean,north atlantic ocean,Other,17.271157,pieces kg-1 d.w.,2-20,Low,Megacorer,"Scottish Marine Institute, Scotland, United Kingdom"
21208,18/04/2022,30.2934,-91.2332,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
295,27/12/1991,16.87,-86.72,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
9956,2016-10-06 00:00:00,18.4356,-64.7122,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Grab sample,Adventure Scientist
2425,1987-07-12 00:00:00,15.13,-62.03,Atlantic Ocean,caribbean sea,caribbean sea,0.0048,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
16846,2019-04-10 00:00:00,29.7587,-95.3308,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
15486,25/06/2018,31.680124,-114.495158,Pacific Ocean,gulf of california,caribbean sea,0.0,pieces/m3,0-100,Very Low,PVC cylinder,"Universidad Autónoma de Baja California, Mexico"
1655,19/10/1999,38.4,-70.57,Atlantic Ocean,north atlantic ocean,Other,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
8994,26/11/2014,15.8756,-42.9791,Atlantic Ocean,north atlantic ocean,Other,0.005,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
3464,18/10/1995,40.22,-70.27,Atlantic Ocean,north atlantic ocean,Other,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
2104,2001-02-06 00:00:00,40.5,-64.07,Atlantic Ocean,north atlantic ocean,Other,0.037796,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
13677,2019-01-06 00:00:00,38.9085,-32.720667,Atlantic Ocean,north atlantic ocean,Other,0.116398,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
8147,25/04/2011,33.56,-152.27,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
20464,14/12/2021,21.4709,-97.2269,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
4978,2003-11-05 00:00:00,23.82,-81.58,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
21824,25/09/2020,41.435763,-71.4522,Atlantic Ocean,north atlantic ocean,Other,364.0,pieces kg-1 d.w.,200,Very High,Metal spoon,"University of Rhode Island, USA"
10803,20/02/2021,41.397303,2.21315,Atlantic Ocean,mediterranean sea,Other,2.388667,pieces/m3,1-10,High,Manta net,University of Barcelona
6338,23/05/2002,45.68,-132.29,Pacific Ocean,north pacific ocean,Other,0.009076,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
7403,26/11/2007,20.6,-154.81,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
17295,2019-02-12 00:00:00,29.2714,-94.8172,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
12612,18/08/2015,33.782002,-138.3215,Pacific Ocean,north pacific ocean,Other,3.615134,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
3169,21/10/1993,35.8,-63.25,Atlantic Ocean,north atlantic ocean,Other,0.125268,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
18655,2020-06-10 00:00:00,41.9329,-70.5593,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
4529,19/07/2000,42.1,-67.37,Atlantic Ocean,north atlantic ocean,Other,0.0108,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
13972,16/01/2014,57.958667,-5.4015,Atlantic Ocean,inner seas off the west coast of scotland,Other,0.015274,pieces/m3,0.005-1,Medium,Neuston net,Marine Scotland Science
9504,2014-09-12 00:00:00,16.0667,-48.4,Atlantic Ocean,north atlantic ocean,Other,0.088,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
7972,13/10/2010,23.15,-144.69,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
1844,2000-06-06 00:00:00,31.17,-67.1,Atlantic Ocean,north atlantic ocean,Other,0.0108,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
4142,22/08/1998,40.7,-69.31,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
5674,17/10/2006,39.39,-65.4,Atlantic Ocean,north atlantic ocean,Other,0.025916,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
2525,22/07/1989,43.8,-63.19,Atlantic Ocean,north atlantic ocean,Other,0.004112,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
6355,13/07/2002,57.3,-136.21,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
11419,2015-02-11 00:00:00,-26.509417,-105.581694,Pacific Ocean,south pacific ocean,galápagos,0.03068,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
9887,19/03/2016,10.301,-109.1698,Pacific Ocean,north pacific ocean,Other,0.003,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
3759,25/12/1996,18.1,-78.53,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
8270,15/10/2011,24.28,-143.99,Pacific Ocean,north pacific ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
5121,28/01/2004,24.06,-82.35,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
610,14/05/1993,24.0,-74.68,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
2227,26/02/2002,20.97,-68.21,Atlantic Ocean,north atlantic ocean,Other,0.00648,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
6653,25/12/2003,32.84,-147.81,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
5376,14/04/2005,32.36,-64.12,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
1589,1999-02-03 00:00:00,16.63,-79.49,Atlantic Ocean,caribbean sea,caribbean sea,0.0108,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
5078,2003-05-12 00:00:00,15.88,-62.45,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
7291,2007-02-03 00:00:00,21.15,-142.77,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
908,1995-08-05 00:00:00,25.92,-77.85,Atlantic Ocean,north atlantic ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
7036,25/10/2005,40.68,-128.9,Pacific Ocean,north pacific ocean,Other,2.611356,pieces/m3,1-10,High,Neuston net,Sea Education Association
4738,23/06/2001,39.4,-68.14,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
10440,2013-12-06 00:00:00,38.155,7.263,Atlantic Ocean,mediterranean sea,Other,1.37987,pieces/m3,1-10,High,Neuston net,"Institute of Marine Sciences - National Research Council, Italy"
11121,2013-05-08 00:00:00,44.052,8.2296,Atlantic Ocean,mediterranean sea,Other,1.80546,pieces/m3,1-10,High,Manta net,Sorbonne Universités
8951,21/11/2014,17.115,-31.3573,Atlantic Ocean,north atlantic ocean,Other,0.045,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
9206,2014-05-12 00:00:00,17.0406,-44.9088,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Grab sample,Adventure Scientist
5717,14/12/2006,20.27,-70.46,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
2823,1992-02-05 00:00:00,25.95,-72.13,Atlantic Ocean,north atlantic ocean,Other,0.028804,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
12355,2019-04-12 00:00:00,34.413333,-139.261,Pacific Ocean,north pacific ocean,Other,42.069684,pieces/m3,10,Very High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
6057,27/06/2008,39.97,-71.05,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
6312,2002-07-04 00:00:00,8.7,-160.8,Pacific Ocean,north pacific ocean,Other,0.0024,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
20115,20/10/2021,41.6246,-71.3259,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
4483,14/03/2000,19.55,-79.18,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
567,20/02/1993,15.9,-74.97,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
2270,19/04/2002,18.03,-85.26,Atlantic Ocean,caribbean sea,caribbean sea,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
3802,27/03/1997,24.1,-80.57,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
4397,29/10/1999,32.22,-64.12,Atlantic Ocean,north atlantic ocean,Other,0.01944,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
6100,2008-05-09 00:00:00,42.1,-70.39,Atlantic Ocean,north atlantic ocean,Other,0.006912,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
6993,17/07/2005,18.97,-143.47,Pacific Ocean,north pacific ocean,Other,0.0108,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
865,1994-07-12 00:00:00,12.57,-61.85,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
6398,2002-11-11 00:00:00,21.5,-108.3,Pacific Ocean,north pacific ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
355,20/03/1992,24.21,-84.02,Atlantic Ocean,gulf of mexico,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
1887,25/10/2000,30.16,-60.41,Atlantic Ocean,north atlantic ocean,Other,0.0072,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
2482,30/05/1989,33.44,-65.72,Atlantic Ocean,north atlantic ocean,Other,0.116632,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
14908,18/05/2017,57.3045,-10.3825,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces kg-1 d.w.,0-2,Very Low,Megacorer,"Scottish Marine Institute, Scotland, United Kingdom"
13291,24/07/2016,-16.667,-151.716167,Pacific Ocean,south pacific ocean,galápagos,0.016755,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
8525,2012-07-08 00:00:00,9.55,-155.93,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
7248,2006-07-12 00:00:00,33.47,-151.63,Pacific Ocean,north pacific ocean,Other,0.00864,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
8015,2010-05-11 00:00:00,15.94,-162.49,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
19562,18/05/2021,32.7671,-117.2534,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
2780,1992-08-03 00:00:00,14.18,-81.58,Atlantic Ocean,caribbean sea,caribbean sea,0.00648,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
9163,2014-03-12 00:00:00,19.45,-45.0767,Atlantic Ocean,north atlantic ocean,Other,0.06,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
8568,19/10/2012,25.68,-143.09,Pacific Ocean,north pacific ocean,Other,1.125396,pieces/m3,1-10,High,Neuston net,Sea Education Association
822,22/10/1994,30.05,-64.53,Atlantic Ocean,north atlantic ocean,Other,0.0108,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
8908,2014-11-11 00:00:00,24.5276,-17.9505,Atlantic Ocean,north atlantic ocean,Other,0.044,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
12993,28/11/2020,50.418219,1.199005,Atlantic Ocean,english channel,Other,0.103899,pieces/m3,0.005-1,Medium,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
6610,2003-04-12 00:00:00,17.55,-158.31,Pacific Ocean,north pacific ocean,Other,0.049676,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
12738,2015-01-08 00:00:00,25.7102,-154.14835,Pacific Ocean,north pacific ocean,Other,0.645052,pieces/m3,0.005-1,Medium,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
4695,2001-02-04 00:00:00,28.98,-77.98,Atlantic Ocean,north atlantic ocean,Other,0.001964,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
4440,2000-05-02 00:00:00,26.74,-82.75,Atlantic Ocean,gulf of mexico,caribbean sea,0.00144,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
4185,31/10/1998,21.63,-60.02,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
10823,29/01/2021,41.389383,2.203525,Atlantic Ocean,mediterranean sea,Other,0.670667,pieces/m3,0.005-1,Medium,Manta net,University of Barcelona
11078,2015-01-02 00:00:00,31.746667,34.593,Atlantic Ocean,mediterranean sea,Other,29.42,pieces/m3,10,Very High,Manta net,"University of Haifa, Israel"
22073,2016-01-11 00:00:00,27.9528,-82.6416,Atlantic Ocean,gulf of mexico,caribbean sea,4000.0,pieces/m3,10,Very High,Van Dorn sampler,University of South Florida
18243,2020-05-06 00:00:00,30.4076,-88.8353,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
20158,27/10/2021,28.6987,-96.2182,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
13248,2015-11-10 00:00:00,-34.828333,-57.205,Atlantic Ocean,rio de la plata,Other,0.136965,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
6269,27/02/2002,-10.06,-140.59,Pacific Ocean,south pacific ocean,galápagos,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
13929,18/10/2018,0.428869,-47.698039,Atlantic Ocean,north atlantic ocean,Other,3268.0,pieces/m3,10,Very High,Aluminum bucket,"Federal University of Pará, Brazil"
2439,14/12/1987,12.47,-66.52,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
1930,2000-04-12 00:00:00,13.07,-64.42,Atlantic Ocean,caribbean sea,caribbean sea,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
15546,14/07/2018,23.327094,-110.174193,Pacific Ocean,north pacific ocean,Other,705.218618,pieces/m3,500-30000,Medium,PVC cylinder,"Universidad Autónoma de Baja California, Mexico"
17078,20/11/2019,27.8258,-97.055,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
21775,22/02/2016,10.758064,-61.436573,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-100,Very Low,Hand picking,"University of the West Indies, St. Augustine Campus, Trinidad and Tobago"
19860,19/08/2021,27.9923,-96.9269,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
2737,1991-12-12 00:00:00,13.3,-68.38,Atlantic Ocean,caribbean sea,caribbean sea,0.005024,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
1377,24/12/1997,18.98,-74.23,Atlantic Ocean,caribbean sea,caribbean sea,0.01296,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
16780,13/09/2019,29.3101,-94.7601,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
13631,2019-09-05 00:00:00,22.081667,-40.826,Atlantic Ocean,north atlantic ocean,Other,0.712725,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
9120,2014-02-12 00:00:00,23.0333,-36.6333,Atlantic Ocean,north atlantic ocean,Other,0.001,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
4354,27/05/1999,36.54,-65.76,Atlantic Ocean,north atlantic ocean,Other,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
15,24/10/1989,32.65,-57.2,Atlantic Ocean,north atlantic ocean,Other,0.151188,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
10397,2013-11-05 00:00:00,41.499833,18.366333,Atlantic Ocean,mediterranean sea,Other,0.716146,pieces/m3,0.005-1,Medium,Neuston net,"Institute of Marine Sciences - National Research Council, Italy"
21094,2022-02-05 00:00:00,29.2742,-94.8116,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
19179,25/03/2021,45.7184,-123.9411,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
5333,2005-01-03 00:00:00,19.89,-70.1,Atlantic Ocean,north atlantic ocean,Other,0.00864,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
8482,25/06/2012,26.05,-141.2,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
4652,15/02/2001,27.43,-79.8,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
1503,21/10/1998,34.72,-62.4,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
3292,1994-10-08 00:00:00,39.65,-69.13,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
11035,22/04/2014,32.726333,34.939,Atlantic Ocean,mediterranean sea,Other,0.392887,pieces/m3,0.005-1,Medium,Manta net,"University of Haifa, Israel"
17945,29/02/2020,30.2298,-88.33,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
524,1992-11-12 00:00:00,11.5,-63.38,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
2568,1989-04-12 00:00:00,16.71,-62.51,Atlantic Ocean,caribbean sea,caribbean sea,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
9461,2014-03-12 00:00:00,19.35,-44.05,Atlantic Ocean,north atlantic ocean,Other,0.006,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
12950,18/09/2015,26.7433,-130.0524,Pacific Ocean,north pacific ocean,Other,0.633044,pieces/m3,0.005-1,Medium,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
6567,29/10/2003,26.6,-142.77,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
15844,18/02/2019,27.5946,-97.2138,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
3418,21/05/1995,26.9,-72.53,Atlantic Ocean,north atlantic ocean,Other,0.01728,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
3928,27/10/1997,32.32,-64.47,Atlantic Ocean,north atlantic ocean,Other,0.021584,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
20584,2022-06-02 00:00:00,27.5501,-97.2371,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
7632,2008-02-12 00:00:00,4.41,-145.74,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
3716,1996-12-11 00:00:00,13.13,-60.16,Atlantic Ocean,caribbean sea,caribbean sea,0.00254,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
2356,1987-08-04 00:00:00,26.27,-78.23,Atlantic Ocean,north atlantic ocean,Other,0.015428,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
2013,17/03/2001,24.22,-83.18,Atlantic Ocean,gulf of mexico,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
739,1994-02-04 00:00:00,22.97,-73.2,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
653,21/10/1993,36.22,-65.38,Atlantic Ocean,north atlantic ocean,Other,0.03142,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
7546,2008-01-07 00:00:00,33.02,-152.9,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
3504,1995-10-12 00:00:00,13.12,-61.3,Atlantic Ocean,caribbean sea,caribbean sea,0.0012,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
98,26/04/1990,26.14,-74.87,Atlantic Ocean,north atlantic ocean,Other,0.058316,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
18397,29/07/2020,29.2841,-94.7948,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
4864,27/10/2002,30.61,-59.61,Atlantic Ocean,north atlantic ocean,Other,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
4781,26/05/2002,32.49,-63.94,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
5631,2006-07-07 00:00:00,40.42,-68.56,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
13903,16/03/2018,2.1607,-48.502419,Atlantic Ocean,north atlantic ocean,Other,944.0,pieces/m3,10,Very High,Aluminum bucket,"Federal University of Pará, Brazil"
17733,27/01/2020,29.2871,-94.7904,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
15818,13/02/2019,27.6435,-97.1869,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
3206,1993-06-12 00:00:00,14.13,-61.93,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
9249,2014-08-12 00:00:00,14.9701,-57.9854,Atlantic Ocean,north atlantic ocean,Other,0.009,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
6779,23/10/2004,25.94,-146.58,Pacific Ocean,north pacific ocean,Other,0.326132,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
736,31/03/1994,25.6,-73.27,Atlantic Ocean,north atlantic ocean,Other,0.015024,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
12312,2018-11-10 00:00:00,32.1454,-138.6486,Pacific Ocean,north pacific ocean,Other,3.550067,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
5419,19/05/2005,31.62,-65.03,Atlantic Ocean,north atlantic ocean,Other,0.104064,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
4566,23/10/2000,33.27,-66.01,Atlantic Ocean,north atlantic ocean,Other,0.0108,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
2866,18/05/1992,42.0,-66.48,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
20796,2022-10-04 00:00:00,29.1815,-94.9719,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
19946,16/09/2021,27.9566,-96.9611,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
21861,16/10/2020,41.577746,-71.289481,Atlantic Ocean,north atlantic ocean,Other,548.52,pieces kg-1 d.w.,200,Very High,Metal spoon,"University of Rhode Island, USA"
7334,2007-07-07 00:00:00,2.89,-137.24,Pacific Ocean,north pacific ocean,Other,0.003084,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
2651,13/03/1991,17.35,-77.3,Atlantic Ocean,caribbean sea,caribbean sea,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
1801,2000-04-05 00:00:00,17.99,-63.17,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
